userID,trialNo,filename,GroundTruth_Target,rater1,rater1_unsure,rater2,rater2_unsure,rater3,rater3_unsure,correct_target_judgement_by_all
02474068,1,02474068_trial1.png,0,0,,0,,0,,1
02474068,2,02474068_trial2.png,0,0,,0,,0,,1
02474068,3,02474068_trial3.png,5,5,,5,,5,,1
02514359,1,02514359_trial1.png,0,6,,6,,6,,0
02514359,2,02514359_trial2.png,9,6,,6,,6,,0
02514359,3,02514359_trial3.png,1,7,x,1,x,1,,0
02548901,1,02548901_trial1.png,5,5,,5,,5,,1
02548901,2,02548901_trial2.png,3,3,,3,,3,,1
02548901,3,02548901_trial3.png,9,9,,9,,9,,1
02601043,1,02601043_trial1.png,4,4,x,4,,4,,1
02601043,2,02601043_trial2.png,5,5,,5,,5,,1
02601043,3,02601043_trial3.png,7,7,,7,,7,,1
02657516,1,02657516_trial1.png,6,x,,6,,6,,0
02657516,2,02657516_trial2.png,4,4,,4,,4,,1
02657516,3,02657516_trial3.png,3,3,,3,,3,,1
02679858,1,02679858_trial1.png,8,8,,8,,8,,1
02679858,2,02679858_trial2.png,4,4,,4,,4,,1
02679858,3,02679858_trial3.png,1,1,,1,,1,,1
02696452,1,02696452_trial1.png,0,0,,x,,0,,0
02696452,2,02696452_trial2.png,5,x,,5,,5,,0
02696452,3,02696452_trial3.png,8,8,,x,,8,,0
02697080,1,02697080_trial1.png,9,9,,9,,9,,1
02697080,2,02697080_trial2.png,0,0,,0,,0,,1
02697080,3,02697080_trial3.png,4,4,,4,,4,,1
02740987,1,02740987_trial1.png,7,7,,7,,7,,1
02740987,2,02740987_trial2.png,8,8,,8,,8,,1
02740987,3,02740987_trial3.png,6,6,,6,,6,,1
02840893,1,02840893_trial1.png,9,9,,9,,9,,1
02840893,2,02840893_trial2.png,6,6,,6,x,6,,1
02840893,3,02840893_trial3.png,2,2,,2,,2,,1
03035572,1,03035572_trial1.png,6,x,,6,x,6,,0
03035572,2,03035572_trial2.png,5,5,,5,,5,,1
03035572,3,03035572_trial3.png,2,2,,2,,2,,1
03210137,1,03210137_trial1.png,9,9,,9,,9,,1
03210137,2,03210137_trial2.png,4,4,,4,,4,,1
03301504,1,03301504_trial1.png,0,0,,0,,0,,1
03301504,2,03301504_trial2.png,0,0,,x,,0,,0
03301504,3,03301504_trial3.png,0,0,,0,,0,,1
03312439,1,03312439_trial1.png,3,3,,3,,3,,1
03312439,2,03312439_trial2.png,2,2,,2,,2,,1
03312439,3,03312439_trial3.png,0,0,,0,,0,,1
03332364,1,03332364_trial1.png,3,3,,3,,3,,1
03332364,2,03332364_trial2.png,7,7,,7,,7,,1
03332364,3,03332364_trial3.png,0,0,,0,,0,,1
03349572,1,03349572_trial1.png,9,9,,9,,9,,1
03349572,2,03349572_trial2.png,7,2,,2,,2,,0
03349572,3,03349572_trial3.png,6,6,,6,,6,,1
03435151,1,03435151_trial1.png,5,5,,5,,5,,1
03435151,2,03435151_trial2.png,0,0,,0,,0,,1
03435151,3,03435151_trial3.png,5,5,,5,,5,,1
03490365,1,03490365_trial1.png,5,5,,5,,5,,1
03490365,2,03490365_trial2.png,8,8,,8,,8,,1
03490365,3,03490365_trial3.png,1,1,,1,,1,,1
03501395,1,03501395_trial1.png,7,7,,7,,7,,1
03501395,2,03501395_trial2.png,5,5,,5,,5,,1
03501395,3,03501395_trial3.png,7,7,,7,x,7,,1
03569720,1,03569720_trial1.png,2,2,,2,,2,,1
03569720,2,03569720_trial2.png,6,6,,6,,6,,1
03615734,1,03615734_trial1.png,5,5,,5,,5,,1
03615734,2,03615734_trial2.png,4,4,,4,,4,,1
03615734,3,03615734_trial3.png,9,9,,9,,9,,1
03674954,1,03674954_trial1.png,0,0,,0,,0,,1
03674954,2,03674954_trial2.png,1,1,,1,,1,,1
03674954,3,03674954_trial3.png,0,x,,0,x,0,,0
03699584,1,03699584_trial1.png,0,8,x,0,,0,x,0
03699584,2,03699584_trial2.png,4,8,x,4,x,4,,0
03699584,3,03699584_trial3.png,4,9,,9,,9,,0
03847787,1,03847787_trial1.png,1,1,,1,,1,,1
03847787,2,03847787_trial2.png,2,2,,2,,2,,1
03847787,3,03847787_trial3.png,8,8,,8,,8,,1
03914761,1,03914761_trial1.png,2,2,,2,,2,,1
03914761,2,03914761_trial2.png,8,8,,0,,8,,0
03914761,3,03914761_trial3.png,0,0,,0,,0,,1
03944448,1,03944448_trial1.png,9,9,,9,,9,,1
03947236,1,03947236_trial1.png,5,5,,5,,5,,1
03947236,2,03947236_trial2.png,2,2,,2,,2,,1
03947236,3,03947236_trial3.png,4,4,,4,,4,,1
04050717,1,04050717_trial1.png,4,4,,4,,4,,1
04050717,2,04050717_trial2.png,8,5,,5,,5,,0
04050717,3,04050717_trial3.png,8,8,,8,,8,,1
04063932,1,04063932_trial1.png,7,7,,7,,7,,1
04063932,2,04063932_trial2.png,1,1,,1,,1,,1
04063932,3,04063932_trial3.png,1,x,,x,,1,,0
04080453,1,04080453_trial1.png,2,2,,2,,2,,1
04080453,2,04080453_trial2.png,0,0,,0,,0,,1
04080453,3,04080453_trial3.png,7,7,,7,,7,,1
04095468,1,04095468_trial1.png,5,5,,5,,5,,1
04110539,1,04110539_trial1.png,9,9,,9,,9,,1
04110539,2,04110539_trial2.png,8,8,,8,,8,,1
04110539,3,04110539_trial3.png,2,2,,2,,2,x,1
04134297,1,04134297_trial1.png,9,9,,9,,9,,1
04134297,2,04134297_trial2.png,4,4,,4,,4,,1
04134297,3,04134297_trial3.png,4,4,,4,,4,,1
04177161,1,04177161_trial1.png,7,7,,7,,7,,1
04177161,2,04177161_trial2.png,8,8,,8,,8,,1
04177161,3,04177161_trial3.png,3,3,,3,,3,,1
04246284,1,04246284_trial1.png,1,1,,1,,1,,1
04246284,2,04246284_trial2.png,8,8,,8,,8,,1
04246284,3,04246284_trial3.png,3,3,,3,,3,,1
04328483,1,04328483_trial1.png,9,9,,9,,9,,1
04328483,2,04328483_trial2.png,5,x,,5,,5,,0
04328483,3,04328483_trial3.png,7,7,,7,,7,,1
04346492,1,04346492_trial1.png,2,2,,2,,2,,1
04346492,2,04346492_trial2.png,7,7,,7,,7,,1
04346492,3,04346492_trial3.png,2,2,,2,,2,,1
04393913,1,04393913_trial1.png,3,3,,3,,3,,1
04393913,2,04393913_trial2.png,8,x,,0,,8,,0
04436275,1,04436275_trial1.png,5,5,,5,,5,,1
04436275,2,04436275_trial2.png,4,4,,4,,4,,1
04436275,3,04436275_trial3.png,9,9,,9,,9,,1
04441202,1,04441202_trial1.png,9,9,,x,,9,,0
04441202,2,04441202_trial2.png,2,2,,2,,2,,1
04441202,3,04441202_trial3.png,4,4,,x,,4,,0
04523015,1,04523015_trial1.png,5,5,,5,,5,,1
04598976,1,04598976_trial1.png,8,8,,8,,8,,1
04598976,2,04598976_trial2.png,3,x,,3,,3,,0
04598976,3,04598976_trial3.png,8,8,,8,,8,,1
04600864,1,04600864_trial1.png,5,5,,5,,5,,1
04600864,2,04600864_trial2.png,3,3,x,x,x,3,,0
04600864,3,04600864_trial3.png,1,1,,1,,1,,1
04614029,1,04614029_trial1.png,1,1,,1,,1,,1
04614029,2,04614029_trial2.png,6,6,,6,,6,,1
04614029,3,04614029_trial3.png,4,4,,4,,4,,1
04640882,1,04640882_trial1.png,0,0,,0,,0,,1
04640882,2,04640882_trial2.png,0,0,,0,,0,,1
04640882,3,04640882_trial3.png,3,x,,3,x,3,,0
04644262,1,04644262_trial1.png,7,7,x,7,,7,,1
04683089,1,04683089_trial1.png,5,5,,5,,5,,1
04683089,2,04683089_trial2.png,1,1,,1,,1,,1
04683089,3,04683089_trial3.png,0,0,,0,,0,,1
04697310,1,04697310_trial1.png,7,7,,7,,7,,1
04718238,1,04718238_trial1.png,5,5,,5,,5,,1
04718238,2,04718238_trial2.png,9,9,,9,,9,,1
04718238,3,04718238_trial3.png,0,0,,0,,0,,1
04769947,1,04769947_trial1.png,3,3,,3,,3,,1
04769947,2,04769947_trial2.png,5,5,,5,,5,,1
04815274,1,04815274_trial1.png,0,0,,0,,0,,1
04815274,2,04815274_trial2.png,2,2,,2,,2,,1
04815274,3,04815274_trial3.png,2,2,,2,,2,,1
04818189,1,04818189_trial1.png,1,1,,1,,1,,1
04818189,2,04818189_trial2.png,9,9,x,9,,9,,1
04818189,3,04818189_trial3.png,1,1,,1,,1,,1
04902927,1,04902927_trial1.png,6,6,,6,,6,,1
04902927,2,04902927_trial2.png,0,8,,8,,8,,0
04902927,3,04902927_trial3.png,7,7,,7,x,7,,1
04942465,1,04942465_trial1.png,4,4,,4,,4,,1
04942465,2,04942465_trial2.png,7,7,,7,,7,,1
04942465,3,04942465_trial3.png,6,6,,6,,6,,1
05023348,1,05023348_trial1.png,7,7,,7,,7,,1
05023348,2,05023348_trial2.png,7,1,,7,x,7,,0
05023348,3,05023348_trial3.png,5,5,,5,,5,,1
05073288,1,05073288_trial1.png,7,7,,7,,7,,1
05148916,1,05148916_trial1.png,3,3,,3,,3,,1
05150483,1,05150483_trial1.png,0,0,,0,,0,,1
05150483,2,05150483_trial2.png,8,8,x,x,,8,,0
05150483,3,05150483_trial3.png,2,2,,2,,2,,1
05164822,1,05164822_trial1.png,3,x,x,3,,3,,0
05164822,2,05164822_trial2.png,1,3,,3,,3,,0
05201517,1,05201517_trial1.png,3,8,,8,,8,,0
05201517,2,05201517_trial2.png,4,4,,4,,4,,1
05201517,3,05201517_trial3.png,6,6,,6,,6,,1
05277296,1,05277296_trial1.png,3,3,,x,x,3,,0
05277296,2,05277296_trial2.png,1,1,,1,,1,x,1
05277296,3,05277296_trial3.png,0,0,,0,,0,,1
05369481,1,05369481_trial1.png,8,8,,8,,8,,1
05369481,2,05369481_trial2.png,1,1,,1,,1,,1
05369481,3,05369481_trial3.png,7,7,,7,,7,,1
05441520,1,05441520_trial1.png,6,6,,6,,6,,1
05441520,2,05441520_trial2.png,9,9,,9,,9,,1
05441520,3,05441520_trial3.png,9,9,,9,,9,,1
05468817,1,05468817_trial1.png,3,3,,3,,3,,1
05468817,2,05468817_trial2.png,6,6,,6,,6,x,1
05468817,3,05468817_trial3.png,9,9,,9,,9,,1
05504677,1,05504677_trial1.png,3,3,,3,,3,,1
05504677,2,05504677_trial2.png,7,7,,7,,7,,1
05504677,3,05504677_trial3.png,9,9,,9,,9,,1
05508312,1,05508312_trial1.png,9,9,,9,,9,,1
05508312,2,05508312_trial2.png,5,5,,5,,5,,1
05508312,3,05508312_trial3.png,9,9,,9,,9,,1
05524860,1,05524860_trial1.png,0,0,,0,,0,,1
05524860,2,05524860_trial2.png,1,1,,1,,1,,1
05524860,3,05524860_trial3.png,5,5,,5,,5,,1
05594155,1,05594155_trial1.png,6,6,,6,,6,,1
05594155,2,05594155_trial2.png,5,5,,5,,5,,1
05594155,3,05594155_trial3.png,9,9,,9,,9,,1
05616487,1,05616487_trial1.png,4,4,,4,,4,,1
05616487,2,05616487_trial2.png,6,5,,5,,5,,0
05616487,3,05616487_trial3.png,9,9,,9,,9,,1
05703163,1,05703163_trial1.png,8,8,x,8,,x,,0
05703163,2,05703163_trial2.png,7,7,,7,,7,,1
05703163,3,05703163_trial3.png,7,7,,7,,7,,1
05786247,1,05786247_trial1.png,3,7,x,7,x,3,,0
05786247,2,05786247_trial2.png,3,7,,7,,7,,0
05786247,3,05786247_trial3.png,0,9,,9,,9,,0
05923921,1,05923921_trial1.png,8,8,,8,,6,x,0
05923921,2,05923921_trial2.png,7,7,,7,,7,,1
05923921,3,05923921_trial3.png,2,2,,2,,2,,1
06069109,1,06069109_trial1.png,4,4,,4,,4,,1
06069109,2,06069109_trial2.png,1,1,,1,,1,,1
06069109,3,06069109_trial3.png,8,8,,8,,8,,1
06075774,1,06075774_trial1.png,6,6,,6,,6,,1
06075774,2,06075774_trial2.png,3,3,,3,,3,,1
06075774,3,06075774_trial3.png,6,6,,6,,6,,1
06205794,1,06205794_trial1.png,4,x,,x,x,4,,0
06205794,2,06205794_trial2.png,6,6,,6,,6,,1
06205794,3,06205794_trial3.png,1,1,,1,,1,,1
06226202,1,06226202_trial1.png,6,6,,6,,6,,1
06226202,2,06226202_trial2.png,2,2,,2,,2,,1
06226202,3,06226202_trial3.png,3,3,,3,,3,,1
06249718,1,06249718_trial1.png,4,4,,4,,4,,1
06249718,2,06249718_trial2.png,8,8,,8,,8,,1
06249718,3,06249718_trial3.png,0,0,,0,,0,,1
06356731,1,06356731_trial1.png,5,5,,5,,5,,1
06356731,2,06356731_trial2.png,1,1,,1,,1,,1
06356731,3,06356731_trial3.png,3,3,,3,,3,,1
06388378,1,06388378_trial1.png,3,3,,3,,3,,1
06388378,2,06388378_trial2.png,5,x,,5,,5,,0
06388378,3,06388378_trial3.png,4,4,,4,,4,x,1
06603126,1,06603126_trial1.png,2,2,,2,,2,,1
06603126,2,06603126_trial2.png,7,7,,7,,7,,1
06603126,3,06603126_trial3.png,9,9,,9,,9,,1
06653591,1,06653591_trial1.png,5,5,,5,,5,,1
06697880,1,06697880_trial1.png,2,2,,2,,2,,1
06697880,2,06697880_trial2.png,8,8,,8,,8,,1
06697880,3,06697880_trial3.png,5,5,,5,,5,,1
06732279,1,06732279_trial1.png,1,1,,1,,1,,1
06732279,2,06732279_trial2.png,8,8,,8,,8,,1
06732279,3,06732279_trial3.png,8,8,,8,x,8,,1
06746547,1,06746547_trial1.png,4,4,,4,,4,,1
06746547,2,06746547_trial2.png,6,6,,6,,6,,1
06746547,3,06746547_trial3.png,4,4,,4,,4,,1
06830618,1,06830618_trial1.png,4,4,,4,,4,,1
06830618,2,06830618_trial2.png,7,7,,7,,7,,1
06830618,3,06830618_trial3.png,2,2,,2,,x,,0
06855435,1,06855435_trial1.png,4,4,,4,,4,,1
06855435,2,06855435_trial2.png,4,4,,4,,4,,1
06855435,3,06855435_trial3.png,4,4,,4,,4,,1
06883056,1,06883056_trial1.png,1,1,,1,,1,,1
06883056,2,06883056_trial2.png,8,8,,8,,8,,1
06883056,3,06883056_trial3.png,5,5,,5,,5,,1
06913144,1,06913144_trial1.png,9,9,,9,,9,,1
06913144,2,06913144_trial2.png,8,8,,8,,8,,1
06913144,3,06913144_trial3.png,8,8,,8,,8,,1
07017901,1,07017901_trial1.png,0,x,,0,x,0,x,0
07017901,2,07017901_trial2.png,8,8,,0,,0,,0
07017901,3,07017901_trial3.png,2,2,,2,,2,,1
07037142,1,07037142_trial1.png,5,5,,5,,5,,1
07037142,2,07037142_trial2.png,7,7,x,1,,7,,0
07042947,1,07042947_trial1.png,0,x,,8,x,0,,0
07042947,2,07042947_trial2.png,0,0,,0,,0,,1
07166837,1,07166837_trial1.png,0,x,,x,x,0,,0
07166837,2,07166837_trial2.png,4,4,x,x,x,4,,0
07166837,3,07166837_trial3.png,7,7,,7,,7,,1
07212728,1,07212728_trial1.png,5,5,,5,,5,,1
07212728,2,07212728_trial2.png,2,2,,2,,2,,1
07212728,3,07212728_trial3.png,4,4,,4,,4,,1
07248377,1,07248377_trial1.png,0,0,,0,,0,,1
07248377,2,07248377_trial2.png,1,1,,1,,1,,1
07248377,3,07248377_trial3.png,5,5,,5,,5,,1
07253644,1,07253644_trial1.png,4,4,x,9,,9,,0
07253644,2,07253644_trial2.png,6,6,,6,,6,,1
07253644,3,07253644_trial3.png,9,9,,9,,9,,1
07341279,1,07341279_trial1.png,2,2,,2,,2,,1
07341279,2,07341279_trial2.png,8,8,,8,,8,,1
07341279,3,07341279_trial3.png,9,9,,9,,9,,1
07492850,1,07492850_trial1.png,9,9,,9,,9,,1
07492850,2,07492850_trial2.png,5,5,,5,,5,,1
07492850,3,07492850_trial3.png,6,6,,6,,6,,1
07502531,1,07502531_trial1.png,0,0,,0,,0,,1
07502531,2,07502531_trial2.png,0,0,,0,,0,,1
07502531,3,07502531_trial3.png,8,8,,8,,8,,1
07526150,1,07526150_trial1.png,5,5,,5,,5,,1
07526150,2,07526150_trial2.png,9,6,,6,,6,,0
07526150,3,07526150_trial3.png,4,7,,7,,7,,0
07533024,1,07533024_trial1.png,1,1,,1,,1,,1
07533024,2,07533024_trial2.png,2,2,,2,,2,x,1
07533024,3,07533024_trial3.png,0,0,,0,,x,,0
07596722,1,07596722_trial1.png,2,2,,2,,2,,1
07596722,2,07596722_trial2.png,8,8,,8,,8,,1
07596722,3,07596722_trial3.png,2,2,,2,,2,,1
07602306,1,07602306_trial1.png,3,x,,7,x,3,x,0
07602306,2,07602306_trial2.png,8,8,,8,,8,,1
07602306,3,07602306_trial3.png,2,2,,2,,2,,1
07626805,1,07626805_trial1.png,3,3,x,x,,3,x,0
07626805,2,07626805_trial2.png,2,2,,2,,2,,1
07626805,3,07626805_trial3.png,1,7,,7,x,1,,0
07637220,1,07637220_trial1.png,3,3,,3,,3,,1
07637220,2,07637220_trial2.png,4,4,x,4,x,4,,1
07637220,3,07637220_trial3.png,2,2,,2,,2,,1
07679073,1,07679073_trial1.png,9,9,,9,,9,,1
07679073,2,07679073_trial2.png,6,6,,6,,6,,1
07679073,3,07679073_trial3.png,3,3,,3,,3,,1
07679644,1,07679644_trial1.png,5,5,,5,,5,,1
07679644,2,07679644_trial2.png,5,5,,5,,5,,1
07679644,3,07679644_trial3.png,4,4,,4,,4,,1
07699299,1,07699299_trial1.png,1,1,,1,,1,,1
07699299,2,07699299_trial2.png,3,3,,3,,3,,1
07699299,3,07699299_trial3.png,9,8,,8,x,8,,0
07733705,1,07733705_trial1.png,7,7,,7,,7,,1
07733705,2,07733705_trial2.png,6,6,,6,,6,,1
07733705,3,07733705_trial3.png,9,9,,9,,9,,1
07916761,1,07916761_trial1.png,3,3,,3,,3,,1
07916761,2,07916761_trial2.png,7,7,,7,,7,,1
07916761,3,07916761_trial3.png,1,1,,1,,1,,1
07922116,1,07922116_trial1.png,3,3,,3,,3,,1
07922116,2,07922116_trial2.png,9,9,,9,,9,,1
07922116,3,07922116_trial3.png,8,8,,8,,8,,1
07929622,1,07929622_trial1.png,7,1,,1,,1,,0
07929622,2,07929622_trial2.png,1,1,,1,,1,,1
07929622,3,07929622_trial3.png,9,1,,1,,1,,0
07958442,1,07958442_trial1.png,2,2,,2,,2,,1
07958442,2,07958442_trial2.png,6,6,,6,,6,,1
07958442,3,07958442_trial3.png,4,4,,9,,4,,0
08131771,1,08131771_trial1.png,6,6,,6,,6,,1
08131771,2,08131771_trial2.png,6,6,,6,,6,,1
08131771,3,08131771_trial3.png,8,8,,8,,8,,1
08174533,1,08174533_trial1.png,7,7,,7,,7,,1
08174533,2,08174533_trial2.png,0,0,,0,,0,,1
08174533,3,08174533_trial3.png,9,9,,9,,9,,1
08256885,1,08256885_trial1.png,1,1,,1,,1,,1
08256885,2,08256885_trial2.png,6,6,,6,,6,,1
08256885,3,08256885_trial3.png,3,3,,3,,3,,1
08281071,1,08281071_trial1.png,7,7,,7,,7,,1
08281071,2,08281071_trial2.png,7,7,,7,,7,,1
08281071,3,08281071_trial3.png,8,8,,8,,8,,1
08299743,1,08299743_trial1.png,9,9,,9,,9,,1
08299743,2,08299743_trial2.png,3,3,,3,,3,,1
